year,category,film,name,result,gender,birthday
2001,Actor in a Leading Role,Pollock,Ed Harris,Nominee,Male,1950
2001,Actor in a Leading Role,Quills,Geoffrey Rush,Nominee,Male,1951
2001,Actress in a Leading Role,Erin Brockovich,Julia Roberts,Winner,Female,1967
2001,Actress in a Leading Role,The Contender,Joan Allen,Nominee,Female,1956
2001,Actress in a Leading Role,Chocolat,Juliette Binoche,Nominee,Female,1964
2001,Actress in a Leading Role,Requiem for a Dream,Ellen Burstyn,Nominee,Female,1932
2001,Actress in a Leading Role,You Can Count on Me,Laura Linney,Nominee,Female,1964
2001,Directing,Traffic,Steven Soderbergh,Winner,Male,1963
2001,Directing,Billy Elliot,Stephen Daldry,Nominee,Male,1961
2001,Directing,"Crouching Tiger, Hidden Dragon",Ang Lee,Nominee,Male,1954
2001,Directing,Erin Brockovich,Steven Soderbergh,Nominee,Male,1963
2001,Directing,Gladiator,Ridley Scott,Nominee,Male,1937
2002,Actor in a Leading Role,Training Day,Denzel Washington,Winner,Male,1954
2002,Actor in a Leading Role,A Beautiful Mind,Russell Crowe,Nominee,Male,1964
2002,Actor in a Leading Role,I Am Sam,Sean Penn,Nominee,Male,1960
2002,Actor in a Leading Role,Ali,Will Smith,Nominee,Male,1968
2002,Actor in a Leading Role,In the Bedroom,Tom Wilkinson,Nominee,Male,1948
2002,Actress in a Leading Role,Monster's Ball,Halle Berry,Winner,Female,1966
2002,Actress in a Leading Role,Iris,Judi Dench,Nominee,Female,1934
2002,Actress in a Leading Role,Moulin Rouge,Nicole Kidman,Nominee,Female,1967
2002,Actress in a Leading Role,In the Bedroom,Sissy Spacek,Nominee,Female,1949
2002,Actress in a Leading Role,Bridget Jones's Diary,Renée Zellweger,Nominee,Female,1969
2002,Directing,A Beautiful Mind,Ron Howard,Winner,Male,1954
2002,Directing,Black Hawk Down,Ridley Scott,Nominee,Male,1937
2002,Directing,Gosford Park,Robert Altman,Nominee,Male,1925
2002,Directing,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,Nominee,Male,1961
2002,Directing,Mulholland Drive,David Lynch,Nominee,Male,1946
2003,Actor in a Leading Role,The Pianist,Adrien Brody,Winner,Male,1973
2003,Actor in a Leading Role,Adaptation,Nicolas Cage,Nominee,Male,1964
2003,Actor in a Leading Role,The Quiet American,Michael Caine,Nominee,Male,1933
2003,Actor in a Leading Role,Gangs of New York,Daniel Day-Lewis,Nominee,Male,1957
2003,Actor in a Leading Role,About Schmidt,Jack Nicholson,Nominee,Male,1937
2003,Actress in a Leading Role,The Hours,Nicole Kidman,Winner,Female,1967
2003,Actress in a Leading Role,Frida,Salma Hayek,Nominee,Female,1966
2003,Actress in a Leading Role,Unfaithful,Diane Lane,Nominee,Female,1965
2003,Actress in a Leading Role,Far from Heaven,Julianne Moore,Nominee,Female,1960
2003,Actress in a Leading Role,Chicago,Renée Zellweger,Nominee,Female,1969
2003,Directing,The Pianist,Roman Polanski,Winner,Male,1933
2003,Directing,Chicago,Rob Marshall,Nominee,Male,1960
2003,Directing,Gangs of New York,Martin Scorsese,Nominee,Male,1942
2003,Directing,The Hours,Stephen Daldry,Nominee,Male,1961
2003,Directing,Talk to Her,Pedro Almodóvar,Nominee,Male,1949
2004,Actor in a Leading Role,Mystic River,Sean Penn,Winner,Male,1960
2004,Actor in a Leading Role,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,Nominee,Male,1963
2004,Actor in a Leading Role,House of Sand and Fog,Ben Kingsley,Nominee,Male,1943
2004,Actor in a Leading Role,Cold Mountain,Jude Law,Nominee,Male,1972
2004,Actor in a Leading Role,Lost in Translation,Bill Murray,Nominee,Male,1950
2004,Actress in a Leading Role,Monster,Charlize Theron,Winner,Female,1975
2004,Actress in a Leading Role,Whale Rider,Keisha Castle-Hughes,Nominee,Female,1990
2004,Actress in a Leading Role,Something's Gotta Give,Diane Keaton,Nominee,Female,1946
2004,Actress in a Leading Role,In America,Samantha Morton,Nominee,Female,1977
2004,Actress in a Leading Role,21 Grams,Naomi Watts,Nominee,Female,1968
2004,Directing,The Lord of the Rings: The Return of the King,Peter Jackson,Winner,Male,1961
2004,Directing,City of God,Fernando Meirelles,Nominee,Male,1955
2004,Directing,Lost in Translation,Sofia Coppola,Nominee,Female,1971
2004,Directing,Master and Commander: The Far Side of the World,Peter Weir,Nominee,Male,1944
2004,Directing,Mystic River,Clint Eastwood,Nominee,Male,1930
2005,Actor in a Leading Role,Ray,Jamie Foxx,Winner,Male,1967
2005,Actor in a Leading Role,Hotel Rwanda,Don Cheadle,Nominee,Male,1964
2005,Actor in a Leading Role,Finding Neverland,Johnny Depp,Nominee,Male,1963
2005,Actor in a Leading Role,The Aviator,Leonardo DiCaprio,Nominee,Male,1974
2005,Actor in a Leading Role,Million Dollar Baby,Clint Eastwood,Nominee,Male,1930
2005,Actress in a Leading Role,Million Dollar Baby,Hilary Swank,Winner,Female,1974
2005,Actress in a Leading Role,Being Julia,Annette Bening,Nominee,Female,1958
2005,Actress in a Leading Role,Maria Full of Grace,Catalina Sandino Moreno,Nominee,Female,1981
2005,Actress in a Leading Role,Vera Drake,Imelda Staunton,Nominee,Female,1956
2005,Actress in a Leading Role,Eternal Sunshine of the Spotless Mind,Kate Winslet,Nominee,Female,1975
2005,Directing,Million Dollar Baby,Clint Eastwood,Winner,Male,1930
2005,Directing,The Aviator,Martin Scorsese,Nominee,Male,1942
2005,Directing,Ray,Taylor Hackford,Nominee,Male,1944
2005,Directing,Sideways,Alexander Payne,Nominee,Male,1961
2005,Directing,Vera Drake,Mike Leigh,Nominee,Male,1943
2006,Actor in a Leading Role,Capote,Philip Seymour Hoffman,Winner,Male,1967
2006,Actor in a Leading Role,Hustle & Flow,Terrence Howard,Nominee,Male,1969
2006,Actor in a Leading Role,Brokeback Mountain,Heath Ledger,Nominee,Male,1979
2006,Actor in a Leading Role,Walk the Line,Joaquin Phoenix,Nominee,Male,1974
2006,Actor in a Leading Role,"Good Night, and Good Luck.",David Strathairn,Nominee,Male,1949
2006,Actress in a Leading Role,Walk the Line,Reese Witherspoon,Winner,Female,1976
2006,Actress in a Leading Role,Mrs. Henderson Presents,Judi Dench,Nominee,Female,1934
2006,Actress in a Leading Role,Transamerica,Felicity Huffman,Nominee,Female,1962
2006,Actress in a Leading Role,Pride & Prejudice,Keira Knightley,Nominee,Female,1985
2006,Actress in a Leading Role,North Country,Charlize Theron,Nominee,Female,1975
2006,Directing,Brokeback Mountain,Ang Lee,Winner,Male,1954
2006,Directing,Capote,Bennett Miller,Nominee,Male,1966
2006,Directing,Crash,Paul Haggis,Nominee,Male,1953
2006,Directing,"Good Night, and Good Luck.",George Clooney,Nominee,Male,1961
2006,Directing,Munich,Steven Spielberg,Nominee,Male,1946
2007,Actor in a Leading Role,The Last King of Scotland,Forest Whitaker,Winner,Male,1961
2007,Actor in a Leading Role,Blood Diamond,Leonardo DiCaprio,Nominee,Male,1974
2007,Actor in a Leading Role,Half Nelson,Ryan Gosling,Nominee,Male,1980
2007,Actor in a Leading Role,Venus,Peter O'Toole,Nominee,Male,1932
2007,Actor in a Leading Role,The Pursuit of Happyness,Will Smith,Nominee,Male,1968
2007,Actress in a Leading Role,The Queen,Helen Mirren,Winner,Female,1945
2007,Actress in a Leading Role,Volver,Penélope Cruz,Nominee,Female,1974
2007,Actress in a Leading Role,Notes on a Scandal,Judi Dench,Nominee,Female,1934
2007,Actress in a Leading Role,The Devil Wears Prada,Meryl Streep,Nominee,Female,1949
2007,Actress in a Leading Role,Little Children,Kate Winslet,Nominee,Female,1975
2007,Directing,The Departed,Martin Scorsese,Winner,Male,1942
2007,Directing,Babel,Alejandro González Iñárritu,Nominee,Male,1963
2007,Directing,Letters from Iwo Jima,Clint Eastwood,Nominee,Male,1930
2007,Directing,The Queen,Stephen Frears,Nominee,Male,1941
2007,Directing,United 93,Paul Greengrass,Nominee,Male,1955
2008,Actor in a Leading Role,There Will Be Blood,Daniel Day-Lewis,Winner,Male,1957
2008,Actor in a Leading Role,Michael Clayton,George Clooney,Nominee,Male,1961
2008,Actor in a Leading Role,Sweeney Todd The Demon Barber of Fleet Street,Johnny Depp,Nominee,Male,1963
2008,Actor in a Leading Role,In the Valley of Elah,Tommy Lee Jones,Nominee,Male,1946
2008,Actor in a Leading Role,Eastern Promises,Viggo Mortensen,Nominee,Male,1958
2008,Actress in a Leading Role,La Vie en Rose,Marion Cotillard,Winner,Female,1975
2008,Actress in a Leading Role,Elizabeth: The Golden Age,Cate Blanchett,Nominee,Female,1969
2008,Actress in a Leading Role,Away from Her,Julie Christie,Nominee,Female,1941
2008,Actress in a Leading Role,The Savages,Laura Linney,Nominee,Female,1964
2008,Actress in a Leading Role,Juno,Elliot Page,Nominee,3,1987
2008,Directing,No Country for Old Men,Joel Coen,Winner,Male,1954
2008,Directing,The Diving Bell and the Butterfly,Julian Schnabel,Nominee,Male,1951
2008,Directing,Juno,Jason Reitman,Nominee,Male,1977
2008,Directing,Michael Clayton,Tony Gilroy,Nominee,Male,1956
2008,Directing,There Will Be Blood,Paul Thomas Anderson,Nominee,Male,1970
2009,Actor in a Leading Role,Milk,Sean Penn,Winner,Male,1960
2009,Actor in a Leading Role,The Visitor,Richard Jenkins,Nominee,Male,1947
2009,Actor in a Leading Role,Frost/Nixon,Frank Langella,Nominee,Male,1938
2009,Actor in a Leading Role,The Curious Case of Benjamin Button,Brad Pitt,Nominee,Male,1963
2009,Actor in a Leading Role,The Wrestler,Mickey Rourke,Nominee,Male,1952
2009,Actress in a Leading Role,The Reader,Kate Winslet,Winner,Female,1975
2009,Actress in a Leading Role,Rachel Getting Married,Anne Hathaway,Nominee,Female,1982
2009,Actress in a Leading Role,Changeling,Angelina Jolie,Nominee,Female,1975
2009,Actress in a Leading Role,Frozen River,Melissa Leo,Nominee,Female,1960
2009,Actress in a Leading Role,Doubt,Meryl Streep,Nominee,Female,1949
2009,Directing,Slumdog Millionaire,Danny Boyle,Winner,Male,1956
2009,Directing,The Curious Case of Benjamin Button,David Fincher,Nominee,Male,1962
2009,Directing,Frost/Nixon,Ron Howard,Nominee,Male,1954
2009,Directing,Milk,Gus Van Sant,Nominee,Male,1952
2009,Directing,The Reader,Stephen Daldry,Nominee,Male,1961
2010,Actor in a Leading Role,Crazy Heart,Jeff Bridges,Winner,Male,1949
2010,Actor in a Leading Role,Up in the Air,George Clooney,Nominee,Male,1961
2010,Actor in a Leading Role,A Single Man,Colin Firth,Nominee,Male,1960
2010,Actor in a Leading Role,Invictus,Morgan Freeman,Nominee,Male,1937
2010,Actor in a Leading Role,The Hurt Locker,Jeremy Renner,Nominee,Male,1971
2010,Actress in a Leading Role,The Blind Side,Sandra Bullock,Winner,Female,1964
2010,Actress in a Leading Role,The Last Station,Helen Mirren,Nominee,Female,1945
2010,Actress in a Leading Role,An Education,Carey Mulligan,Nominee,Female,1985
2010,Actress in a Leading Role,Precious: Based on the Novel 'Push' by Sapphire,Gabourey Sidibe,Nominee,Female,1983
2010,Actress in a Leading Role,Julie & Julia,Meryl Streep,Nominee,Female,1949
2010,Directing,The Hurt Locker,Kathryn Bigelow,Winner,Female,1951
2010,Directing,Avatar,James Cameron,Nominee,Male,1954
2010,Directing,Inglourious Basterds,Quentin Tarantino,Nominee,Male,1963
2010,Directing,Precious: Based on the Novel 'Push' by Sapphire,Lee Daniels,Nominee,Male,1959
2010,Directing,Up in the Air,Jason Reitman,Nominee,Male,1977
2011,Actor in a Leading Role,The King's Speech,Colin Firth,Winner,Male,1960
2011,Actor in a Leading Role,Biutiful,Javier Bardem,Nominee,Male,1969
2011,Actor in a Leading Role,True Grit,Jeff Bridges,Nominee,Male,1949
2011,Actor in a Leading Role,The Social Network,Jesse Eisenberg,Nominee,Male,1983
2011,Actor in a Leading Role,127 Hours,James Franco,Nominee,Male,1978
2011,Actress in a Leading Role,Black Swan,Natalie Portman,Winner,Female,1981
2011,Actress in a Leading Role,The Kids Are All Right,Annette Bening,Nominee,Female,1958
2011,Actress in a Leading Role,Rabbit Hole,Nicole Kidman,Nominee,Female,1967
2011,Actress in a Leading Role,Winter's Bone,Jennifer Lawrence,Nominee,Female,1990
2011,Actress in a Leading Role,Blue Valentine,Michelle Williams,Nominee,Female,1980
2011,Directing,The King's Speech,Tom Hooper,Winner,Male,1972
2011,Directing,Black Swan,Darren Aronofsky,Nominee,Male,1969
2011,Directing,The Fighter,David O. Russell,Nominee,Male,1958
2011,Directing,The Social Network,David Fincher,Nominee,Male,1962
2011,Directing,True Grit,Joel Coen,Nominee,Male,1954
2012,Actor in a Leading Role,The Artist,Jean Dujardin,Winner,Male,1972
2012,Actor in a Leading Role,A Better Life,Demián Bichir,Nominee,Male,1963
2012,Actor in a Leading Role,The Descendants,George Clooney,Nominee,Male,1961
2012,Actor in a Leading Role,Tinker Tailor Soldier Spy,Gary Oldman,Nominee,Male,1958
2012,Actor in a Leading Role,Moneyball,Brad Pitt,Nominee,Male,1963
2012,Actress in a Leading Role,The Iron Lady,Meryl Streep,Winner,Female,1949
2012,Actress in a Leading Role,Albert Nobbs,Glenn Close,Nominee,Female,1947
2012,Actress in a Leading Role,The Help,Viola Davis,Nominee,Female,1965
2012,Actress in a Leading Role,The Girl with the Dragon Tattoo,Rooney Mara,Nominee,Female,1985
2012,Actress in a Leading Role,My Week with Marilyn,Michelle Williams,Nominee,Female,1980
2012,Directing,The Artist,Michel Hazanavicius,Winner,Male,1967
2012,Directing,The Descendants,Alexander Payne,Nominee,Male,1961
2012,Directing,Hugo,Martin Scorsese,Nominee,Male,1942
2012,Directing,Midnight in Paris,Woody Allen,Nominee,Male,1935
2012,Directing,The Tree of Life,Terrence Malick,Nominee,Male,1943
2013,Actor in a Leading Role,Lincoln,Daniel Day-Lewis,Winner,Male,1957
2013,Actor in a Leading Role,Silver Linings Playbook,Bradley Cooper,Nominee,Male,1975
2013,Actor in a Leading Role,Les Misérables,Hugh Jackman,Nominee,Male,1968
2013,Actor in a Leading Role,The Master,Joaquin Phoenix,Nominee,Male,1974
2013,Actor in a Leading Role,Flight,Denzel Washington,Nominee,Male,1954
2013,Actress in a Leading Role,Silver Linings Playbook,Jennifer Lawrence,Winner,Female,1990
2013,Actress in a Leading Role,Zero Dark Thirty,Jessica Chastain,Nominee,Female,1977
2013,Actress in a Leading Role,Amour,Emmanuelle Riva,Nominee,Female,1927
2013,Actress in a Leading Role,Beasts of the Southern Wild,Quvenzhané Wallis,Nominee,Female,2003
2013,Actress in a Leading Role,The Impossible,Naomi Watts,Nominee,Female,1968
2013,Directing,Life of Pi,Ang Lee,Winner,Male,1954
2013,Directing,Amour,Michael Haneke,Nominee,Male,1942
2013,Directing,Beasts of the Southern Wild,Benh Zeitlin,Nominee,Male,1982
2013,Directing,Lincoln,Steven Spielberg,Nominee,Male,1946
2013,Directing,Silver Linings Playbook,David O. Russell,Nominee,Male,1958
2014,Actor in a Leading Role,Dallas Buyers Club,Matthew McConaughey,Winner,Male,1969
2014,Actor in a Leading Role,American Hustle,Christian Bale,Nominee,Male,1974
2014,Actor in a Leading Role,Nebraska,Bruce Dern,Nominee,Male,1936
2014,Actor in a Leading Role,The Wolf of Wall Street,Leonardo DiCaprio,Nominee,Male,1974
2014,Actor in a Leading Role,12 Years a Slave,Chiwetel Ejiofor,Nominee,Male,1977
2014,Actress in a Leading Role,Blue Jasmine,Cate Blanchett,Winner,Female,1969
2014,Actress in a Leading Role,American Hustle,Amy Adams,Nominee,Female,1974
2014,Actress in a Leading Role,Gravity,Sandra Bullock,Nominee,Female,1964
2014,Actress in a Leading Role,Philomena,Judi Dench,Nominee,Female,1934
2014,Actress in a Leading Role,August: Osage County,Meryl Streep,Nominee,Female,1949
2014,Directing,Gravity,Alfonso Cuarón,Winner,Male,1961
2014,Directing,American Hustle,David O. Russell,Nominee,Male,1958
2014,Directing,Nebraska,Alexander Payne,Nominee,Male,1961
2014,Directing,12 Years a Slave,Steve McQueen,Nominee,Male,1969
2014,Directing,The Wolf of Wall Street,Martin Scorsese,Nominee,Male,1942
2015,Actor in a Leading Role,The Theory of Everything,Eddie Redmayne ,Winner,Male,1982
2015,Actor in a Leading Role,Foxcatcher,Steve Carell ,Nominee,Male,1962
2015,Actor in a Leading Role,American Sniper,Bradley Cooper ,Nominee,Male,1975
2015,Actor in a Leading Role,The Imitation Game,Benedict Cumberbatch ,Nominee,Male,1976
2015,Actor in a Leading Role,Birdman or (The Unexpected Virtue of Ignorance),Michael Keaton ,Nominee,Male,1951
2015,Actress in a Leading Role,Still Alice,Julianne Moore ,Winner,Female,1960
2015,Actress in a Leading Role,"Two Days, One Night",Marion Cotillard ,Nominee,Female,1975
2015,Actress in a Leading Role,The Theory of Everything,Felicity Jones ,Nominee,Female,1983
2015,Actress in a Leading Role,Gone Girl,Rosamund Pike ,Nominee,Female,1979
2015,Actress in a Leading Role,Wild,Reese Witherspoon ,Nominee,Female,1976
2015,Directing,Birdman or (The Unexpected Virtue of Ignorance),Alejandro González Iñárritu,Winner,Male,1963
2015,Directing,Boyhood,Richard Linklater,Nominee,Male,1960
2015,Directing,Foxcatcher,Bennett Miller,Nominee,Male,1966
2015,Directing,The Grand Budapest Hotel,Wes Anderson,Nominee,Male,1969
2015,Directing,The Imitation Game,Morten Tyldum,Nominee,Male,1967
2016,Actor in a Leading Role,The Revenant,Leonardo DiCaprio,Winner,Male,1974
2016,Actor in a Leading Role,Trumbo,Bryan Cranston,Nominee,Male,1956
2016,Actor in a Leading Role,The Martian,Matt Damon,Nominee,Male,1970
2016,Actor in a Leading Role,Steve Jobs,Michael Fassbender,Nominee,Male,1977
2016,Actor in a Leading Role,The Danish Girl,Eddie Redmayne ,Nominee,Male,1982
2016,Actress in a Leading Role,Room,Brie Larson,Winner,Female,1989
2016,Actress in a Leading Role,Carol,Cate Blanchett,Nominee,Female,1969
2016,Actress in a Leading Role,Joy,Jennifer Lawrence,Nominee,Female,1990
2016,Actress in a Leading Role,45 Years,Charlotte Rampling,Nominee,Female,1946
2016,Actress in a Leading Role,Brooklyn,Saoirse Ronan,Nominee,Female,1994
2016,Directing,The Revenant,Alejandro González Iñárritu,Winner,Male,1963
2016,Directing,The Big Short,Adam McKay,Nominee,Male,1968
2016,Directing,Mad Max: Fury Road,George Miller,Nominee,Male,1945
2016,Directing,Room,Lenny Abrahamson,Nominee,Male,1966
2016,Directing,Spotlight,Tom McCarthy,Nominee,Male,1966
2017,Actor in a Leading Role,Manchester by the Sea,Casey Affleck,Winner,Male,1975
2017,Actor in a Leading Role,Hacksaw Ridge,Andrew Garfield,Nominee,Male,1983
2017,Actor in a Leading Role,La La Land,Ryan Gosling,Nominee,Male,1980
2017,Actor in a Leading Role,Captain Fantastic,Viggo Mortensen,Nominee,Male,1958
2017,Actor in a Leading Role,Fences,Denzel Washington,Nominee,Male,1954
2017,Actress in a Leading Role,La La Land,Emma Stone,Winner,Female,1988
2017,Actress in a Leading Role,Elle,Isabelle Huppert,Nominee,Female,1953
2017,Actress in a Leading Role,Loving,Ruth Negga,Nominee,Female,1982
2017,Actress in a Leading Role,Jackie,Natalie Portman,Nominee,Female,1981
2017,Actress in a Leading Role,Florence Foster Jenkins,Meryl Streep,Nominee,Female,1949
2017,Directing,La La Land,Damien Chazelle,Winner,Male,1985
2017,Directing,Arrival,Denis Villeneuve,Nominee,Male,1967
2017,Directing,Hacksaw Ridge,Mel Gibson,Nominee,Male,1956
2017,Directing,Manchester by the Sea,Kenneth Lonergan,Nominee,Male,1962
2017,Directing,Moonlight,Barry Jenkins,Nominee,Male,1979
2018,Actor in a Leading Role,Darkest Hour,Gary Oldman,Winner,Male,1958
2018,Actor in a Leading Role,Call Me by Your Name,Timothée Chalamet,Nominee,Male,1995
2018,Actor in a Leading Role,Phantom Thread,Daniel Day-Lewis,Nominee,Male,1957
2018,Actor in a Leading Role,Get Out,Daniel Kaluuya,Nominee,Male,1989
2018,Actor in a Leading Role,"Roman J. Israel, Esq.",Denzel Washington,Nominee,Male,1954
2018,Actress in a Leading Role,"Three Billboards outside Ebbing, Missouri",Frances McDormand,Winner,Female,1957
2018,Actress in a Leading Role,The Shape of Water,Sally Hawkins,Nominee,Female,1976
2018,Actress in a Leading Role,"I, Tonya",Margot Robbie,Nominee,Female,1990
2018,Actress in a Leading Role,Lady Bird,Saoirse Ronan,Nominee,Female,1994
2018,Actress in a Leading Role,The Post,Meryl Streep,Nominee,Female,1949
2018,Directing,The Shape of Water,Guillermo del Toro,Winner,Male,1964
2018,Directing,Dunkirk,Christopher Nolan,Nominee,Male,1970
2018,Directing,Get Out,Jordan Peele,Nominee,Male,1979
2018,Directing,Lady Bird,Greta Gerwig,Nominee,Female,1983
2018,Directing,Phantom Thread,Paul Thomas Anderson,Nominee,Male,1970
2019,Actor in a Leading Role,Bohemian Rhapsody,Rami Malek,Winner,Male,1981
2019,Actor in a Leading Role,Vice,Christian Bale,Nominee,Male,1974
2019,Actor in a Leading Role,A Star Is Born,Bradley Cooper,Nominee,Male,1975
2019,Actor in a Leading Role,At Eternity's Gate,Willem Dafoe,Nominee,Male,1955
2019,Actor in a Leading Role,Green Book,Viggo Mortensen,Nominee,Male,1958
2019,Actress in a Leading Role,The Favourite,Olivia Colman,Winner,Female,1974
2019,Actress in a Leading Role,Roma,Yalitza Aparicio,Nominee,Female,1993
2019,Actress in a Leading Role,The Wife,Glenn Close,Nominee,Female,1947
2019,Actress in a Leading Role,A Star Is Born,Lady Gaga,Nominee,Female,1986
2019,Actress in a Leading Role,Can You Ever Forgive Me?,Melissa McCarthy,Nominee,Female,1970
2019,Directing,Roma,Alfonso Cuarón,Winner,Male,1961
2019,Directing,BlacKkKlansman,Spike Lee,Nominee,Male,1957
2019,Directing,Cold War,Paweł Pawlikowski,Nominee,Male,1957
2019,Directing,The Favourite,Yorgos Lanthimos,Nominee,Male,1973
2019,Directing,Vice,Adam McKay,Nominee,Male,1968
2020,Actor in a Leading Role,Joker,Joaquin Phoenix,Winner,Male,1974
2020,Actor in a Leading Role,Pain and Glory,Antonio Banderas,Nominee,Male,1960
2020,Actor in a Leading Role,Once upon a Time...in Hollywood,Leonardo DiCaprio,Nominee,Male,1974
2020,Actor in a Leading Role,Marriage Story,Adam Driver,Nominee,Male,1983
2020,Actor in a Leading Role,The Two Popes,Jonathan Pryce,Nominee,Male,1947
2020,Actress in a Leading Role,Judy,Renée Zellweger,Winner,Female,1969
2020,Actress in a Leading Role,Harriet,Cynthia Erivo,Nominee,Female,1987
2020,Actress in a Leading Role,Marriage Story,Scarlett Johansson,Nominee,Female,1984
2020,Actress in a Leading Role,Little Women,Saoirse Ronan,Nominee,Female,1994
2020,Actress in a Leading Role,Bombshell,Charlize Theron,Nominee,Female,1975
2020,Directing,Parasite,Bong Joon-Ho,Winner,Male,1969
2020,Directing,The Irishman,Martin Scorsese,Nominee,Male,1942
2020,Directing,Joker,Todd Phillips,Nominee,Male,1970
2020,Directing,1917,Sam Mendes,Nominee,Male,1965
2020,Directing,Once upon a Time...in Hollywood,Quentin Tarantino,Nominee,Male,1963
2021,Actor in a Leading Role,The Father,Anthony Hopkins,Winner,Male,1937
2021,Actor in a Leading Role,Sound of Metal,Riz Ahmed,Nominee,Male,1982
2021,Actor in a Leading Role,Ma Rainey's Black Bottom,Chadwick Boseman,Nominee,Male,1976
2021,Actor in a Leading Role,Mank,Gary Oldman,Nominee,Male,1958
2021,Actor in a Leading Role,Minari,Steven Yeun,Nominee,Male,1983
2021,Actress in a Leading Role,Nomadland,Frances McDormand,Winner,Female,1957
2021,Actress in a Leading Role,Ma Rainey's Black Bottom,Viola Davis,Nominee,Female,1965
2021,Actress in a Leading Role,The United States vs. Billie Holiday,Andra Day,Nominee,Female,1984
2021,Actress in a Leading Role,Pieces of a Woman,Vanessa Kirby,Nominee,Female,1988
2021,Actress in a Leading Role,Promising Young Woman,Carey Mulligan,Nominee,Female,1985
2021,Directing,Nomadland,Chloé Zhao,Winner,Female,1982
2021,Directing,Another Round,Thomas Vinterberg,Nominee,Male,1969
2021,Directing,Mank,David Fincher,Nominee,Male,1962
2021,Directing,Minari,Lee Isaac Chung,Nominee,Male,1978
2021,Directing,Promising Young Woman,Emerald Fennell,Nominee,Female,1985
